,Unnamed: 0,Timestamp,PV_profile 2,PV_profile 5,PV_profile 6,PV_profile 3,PV_profile 4,PV_profile 7,PV_profile 1,WD 1,R210 Load,X84_1 MV Load_x,X84_1 MV Load_y,R1,R2,R3,R4,R5,R6
3028,3413,2021-05-04 16:15:00,0.2517006802721088,0.2295918367346938,0.2270450751252087,0.3547094188376753,0.3496932515337423,0.2564147018030513,0.224025974025974,0.6457540742397269,0.270815066740798,0.2571428571428572,0.8108108108108107,0.999838399235366,0.9944107662470318,0.0145744504534784,0.0236193608903184,0.0005479568036099,0.0085517059577008
3029,3414,2021-05-04 16:30:00,0.1768707482993197,0.2142857142857143,0.2170283806343906,0.3807615230460922,0.3844580777096115,0.2239944521497919,0.2159090909090909,0.6278417975422005,0.2988606575542005,0.2285714285714286,0.8108108108108107,0.9997834033708702,0.994381075789626,0.0042513657708308,0.0139760523921997,0.0035072707732684,0.0085004878326288
3030,3415,2021-05-04 16:45:00,0.1972789115646258,0.2891156462585034,0.2938230383973289,0.4869739478957916,0.476482617586912,0.3075589459084604,0.2970779220779221,0.4981230641530017,0.3155127041006108,0.2285714285714286,0.7837837837837838,0.9998346440852698,0.9943618199678944,0.0024135660653618,0.0060228160078909,0.0379556213623251,0.0081108059218894
3031,3416,2021-05-04 17:00:00,0.1269841269841269,0.1224489795918367,0.1218697829716193,0.1302605210420841,0.1226993865030674,0.1288141470180305,0.1217532467532467,0.3758982699616357,0.3234005174242331,0.2571428571428572,0.7837837837837838,0.9997834236833988,0.9944083921770304,0.0212800932270906,0.0090198547226469,0.0390822691351398,0.0080749325409706
3032,3417,2021-05-04 17:15:00,0.1088435374149659,0.119047619047619,0.1168614357262103,0.1182364729458917,0.1165644171779141,0.1286407766990291,0.1185064935064935,0.4232993307251609,0.3461875374959368,0.2285714285714286,0.8108108108108107,0.9998190486364138,0.9943845660001358,0.0293001136138516,0.0088406915757381,0.0221702710313327,0.0076189300090413
3033,3418,2021-05-04 17:30:00,0.1065759637188208,0.1496598639455782,0.1502504173622704,0.1422845691382765,0.1390593047034765,0.1607142857142857,0.1477272727272727,0.4097864275196613,0.3812445046182268,0.2285714285714286,0.7837837837837838,0.9998023501420692,0.9943612889069195,0.01538285025181,0.0018823732188398,0.0018019320312882,0.0070594798145042
3034,3419,2021-05-04 17:45:00,0.0952380952380952,0.0918367346938775,0.0901502504173622,0.0861723446893787,0.0858895705521472,0.0974341192787794,0.0892857142857142,0.4187707473164643,0.3900087720721549,0.2571428571428572,0.7837837837837838,0.9997967762442956,0.994400423862682,0.0164442378142389,0.0090670038949049,0.0010502488137317,0.0007805978867973
3035,3420,2021-05-04 18:00:00,0.0657596371882086,0.0629251700680272,0.0617696160267111,0.0561122244488977,0.0531697341513292,0.069001386962552,0.0616883116883116,0.4484655660839218,0.4303242585894325,0.2285714285714286,0.7837837837837838,0.999811178803332,0.994388825821144,0.0144988440999172,0.0,0.0151285062956254,0.0005114271595208
3036,3421,2021-05-04 18:15:00,0.0861678004535147,0.0952380952380952,0.0951585976627713,0.0821643286573146,0.0797546012269938,0.1059292649098474,0.0941558441558441,0.5640403812845398,0.4452234995686541,0.2571428571428572,0.8108108108108107,0.999818333481286,0.994360856843395,0.0139931498575127,0.0024751052345644,0.0199863483482639,0.000825472558704
3037,3422,2021-05-04 18:30:00,0.1020408163265306,0.1037414965986394,0.1035058430717863,0.1002004008016032,0.0981595092024539,0.1128640776699029,0.1038961038961039,0.6444453898189094,0.4469763393669835,0.2285714285714286,0.7837837837837838,0.9997910838286724,0.9943976897562607,0.0254943132975397,0.0165144721000284,0.0080191283292034,0.0006613765394891
3038,3423,2021-05-04 18:45:00,0.0680272108843537,0.0748299319727891,0.0734557595993322,0.0621242484969939,0.0593047034764826,0.0823509015256588,0.073051948051948,0.5790477776926697,0.4767747528631443,0.2285714285714286,0.7837837837837838,0.9998152953607268,0.9943948543730058,0.0437020571296015,0.0130974320310995,0.0004004294937541,0.0006843532810796
